,geoLocation,relativeDistance,AscensionNum,countryCode,continentCode
1040,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-31789,gb,EU
1041,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-31974,gb,EU
1042,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-31B41,gb,EU
1043,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-31D3C,gb,EU
1044,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-31F09,gb,EU
1045,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-3213F,gb,EU
1046,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-3232A,gb,EU
1047,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-32B9B,gb,EU
1048,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-32D4A,gb,EU
1049,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-32F17,gb,EU
1050,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-330B9,gb,EU
1051,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-33875,gb,EU
1052,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-33AD9,gb,EU
1053,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-33C88,gb,EU
1054,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-33E91,gb,EU
1055,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-34030,gb,EU
1056,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-341C4,gb,EU
1057,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-34373,gb,EU
1058,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-34504,gb,EU
1059,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-346B6,gb,EU
1060,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-34856,gb,EU
1061,ประเทศไทย,2221.3670613531704,Bangkok-0067,th,AS
1062,India,3646.652871997778,GJ-GBRC59,in,AS
1063,United States,11406.681274993123,MI-MDHHS-SC20260,us,NA
1064,United States,11406.681274993123,MI-MDHHS-SC20286,us,NA
1065,United States,11406.681274993123,MI-MDHHS-SC20312,us,NA
1066,België / Belgique / Belgien,8658.929809902107,ULG-0544,be,EU
1067,België / Belgique / Belgien,8658.929809902107,ULG-10165,be,EU
1068,United States,11406.681274993123,MI-MDHHS-SC20213,us,NA
1069,United States,11406.681274993123,MI-MDHHS-SC20239,us,NA
1070,République démocratique du Congo,10221.898849467807,3662,cd,AF
1071,ישראל,7380.77312985398,990430264,il,AS
1072,ישראל,7380.77312985398,701002752,il,AS
1073,ישראל,7380.77312985398,701002314,il,AS
1074,ישראל,7380.77312985398,2115990,il,AS
1075,ישראל,7380.77312985398,2089866,il,AS
1076,ישראל,7380.77312985398,2047883,il,AS
1077,ישראל,7380.77312985398,2020087,il,AS
1078,ישראל,7380.77312985398,13077510,il,AS
1079,ישראל,7380.77312985398,130710643,il,AS
1080,España,10018.161376434806,VC-FISABIO-539,es,EU
1081,España,10018.161376434806,VC-FISABIO-579,es,EU
1082,India,3646.652871997778,GJ-GBRC76,in,AS
1083,India,3646.652871997778,TG-CCMB-J048,in,AS
1084,India,3646.652871997778,TN-CCMB-C1-12,in,AS
1085,Deutschland,8290.067440661527,HE-FFM4clin,de,EU
1086,Ελλάς,8111.17004106223,149_32357,gr,EU
1087,France,9084.674887057203,IDF-10036BG,fr,EU
1088,France,9084.674887057203,IDF-10072CG,fr,EU
1089,France,9084.674887057203,IDF-10017GS,fr,EU
1090,Colombia,16194.254191570311,VAC-GUR-0084,co,SA
1091,Colombia,16194.254191570311,RIS-GUV-92087,co,SA
1092,Colombia,16194.254191570311,VAC-GVI-93535,co,SA
1093,Colombia,16194.254191570311,CUN-GVI-98290,co,SA
1094,India,3646.652871997778,TG-CCMB-J235,in,AS
1095,United States,11406.681274993123,CA-CZB-1145,us,NA
1096,"England, United Kingdom",8867.493844177403,BIRM-5E9CC,gb,EU
1097,"England, United Kingdom",8867.493844177403,CAMB-1AC357,gb,EU
1098,"England, United Kingdom",8867.493844177403,CAMB-1AD1C5,gb,EU
1099,"England, United Kingdom",8867.493844177403,CAMB-1AD72D,gb,EU
1100,"England, United Kingdom",8867.493844177403,CAMB-1AD936,gb,EU
1101,"England, United Kingdom",8867.493844177403,CAMB-1AE391,gb,EU
1102,"England, United Kingdom",8867.493844177403,CAMB-1AED2A,gb,EU
1103,"England, United Kingdom",8867.493844177403,CAMB-1B004A,gb,EU
1104,"Scotland, United Kingdom",8715.221803674902,CVR1701,gb,EU
1105,"Scotland, United Kingdom",8715.221803674902,CVR2173,gb,EU
1106,"Scotland, United Kingdom",8715.221803674902,CVR2294,gb,EU
1107,"Scotland, United Kingdom",8715.221803674902,CVR2877,gb,EU
1108,"England, United Kingdom",8867.493844177403,NORW-E8709,gb,EU
1109,"England, United Kingdom",8867.493844177403,NORW-E8930,gb,EU
1110,"England, United Kingdom",8867.493844177403,NORW-E8AD3,gb,EU
1111,"England, United Kingdom",8867.493844177403,NORW-E8CEC,gb,EU
1112,"England, United Kingdom",8867.493844177403,NORW-E96B0,gb,EU
1113,"England, United Kingdom",8867.493844177403,NORW-E9B1B,gb,EU
1114,"England, United Kingdom",8867.493844177403,NORW-E9E9A,gb,EU
1115,"England, United Kingdom",8867.493844177403,NOTT-110C9F,gb,EU
1116,"England, United Kingdom",8867.493844177403,NOTT-110E4E,gb,EU
1117,"England, United Kingdom",8867.493844177403,OXON-AC446,gb,EU
1118,"England, United Kingdom",8867.493844177403,OXON-AC6D7,gb,EU
1119,"England, United Kingdom",8867.493844177403,OXON-AC9ED,gb,EU
1120,"England, United Kingdom",8867.493844177403,OXON-ACCC6,gb,EU
1121,"England, United Kingdom",8867.493844177403,OXON-ACFEB,gb,EU
1122,"England, United Kingdom",8867.493844177403,OXON-AD357,gb,EU
1123,"England, United Kingdom",8867.493844177403,OXON-AD894,gb,EU
1124,"England, United Kingdom",8867.493844177403,OXON-ADC7A,gb,EU
1125,"England, United Kingdom",8867.493844177403,OXON-ADF9F,gb,EU
1126,"England, United Kingdom",8867.493844177403,OXON-AE259,gb,EU
1127,"England, United Kingdom",8867.493844177403,OXON-AE550,gb,EU
1128,"England, United Kingdom",8867.493844177403,OXON-AE848,gb,EU
1129,"England, United Kingdom",8867.493844177403,OXON-AEA8E,gb,EU
1130,"England, United Kingdom",8867.493844177403,OXON-AEC97,gb,EU
1131,"England, United Kingdom",8867.493844177403,OXON-AEFBC,gb,EU
1132,"England, United Kingdom",8867.493844177403,SHEF-C0A59,gb,EU
1133,"England, United Kingdom",8867.493844177403,SHEF-C5984,gb,EU
1134,"England, United Kingdom",8867.493844177403,SHEF-CA8A0,gb,EU
1135,"England, United Kingdom",8867.493844177403,SHEF-D02E5,gb,EU
1136,,0.0,NIRE-FAE2D,tr,AS
1137,,0.0,NIRE-FB220,tr,AS
1138,,0.0,NIRE-FB77C,tr,AS
1139,"England, United Kingdom",8867.493844177403,NORW-E7078,gb,EU
1140,"England, United Kingdom",8867.493844177403,NORW-E7351,gb,EU
1141,"England, United Kingdom",8867.493844177403,NORW-E75A6,gb,EU
1142,"England, United Kingdom",8867.493844177403,NORW-E7852,gb,EU
1143,"England, United Kingdom",8867.493844177403,NORW-E8077,gb,EU
1144,"England, United Kingdom",8867.493844177403,NORW-E8226,gb,EU
1145,"England, United Kingdom",8867.493844177403,NORW-E8420,gb,EU
1146,"Scotland, United Kingdom",8715.221803674902,CVR2983,gb,EU
1147,"Scotland, United Kingdom",8715.221803674902,CVR3171,gb,EU
1148,"Scotland, United Kingdom",8715.221803674902,CVR3207,gb,EU
1149,"Scotland, United Kingdom",8715.221803674902,CVR3243,gb,EU
1150,"Scotland, United Kingdom",8715.221803674902,EDB4155,gb,EU
1151,"Scotland, United Kingdom",8715.221803674902,EDB4368,gb,EU
1152,"Scotland, United Kingdom",8715.221803674902,EDB4710,gb,EU
1153,"England, United Kingdom",8867.493844177403,LIVE-9A5C0,gb,EU
1154,"England, United Kingdom",8867.493844177403,LIVE-9A9A6,gb,EU
1155,"England, United Kingdom",8867.493844177403,LIVE-9AF4A,gb,EU
1156,"England, United Kingdom",8867.493844177403,LIVE-9B28C,gb,EU
1157,"England, United Kingdom",8867.493844177403,LIVE-9B4B3,gb,EU
1158,"武汉市, 一元街道, 江岸区, 湖北省, 430021, 中国",0.0,WHUH001,cn,AS
1159,"England, United Kingdom",8867.493844177403,LIVE-9C009,gb,EU
1160,"England, United Kingdom",8867.493844177403,LIVE-9C2C7,gb,EU
1161,"England, United Kingdom",8867.493844177403,LIVE-9C555,gb,EU
1162,"England, United Kingdom",8867.493844177403,LIVE-9C79B,gb,EU
1163,"England, United Kingdom",8867.493844177403,LIVE-9D105,gb,EU
1164,"England, United Kingdom",8867.493844177403,LOND-D3B05,gb,EU
1165,"England, United Kingdom",8867.493844177403,LOND-D3D96,gb,EU
1166,"England, United Kingdom",8867.493844177403,LOND-D4CD4,gb,EU
1167,"England, United Kingdom",8867.493844177403,LOND-D55C9,gb,EU
1168,"England, United Kingdom",8867.493844177403,LOND-D580C,gb,EU
1169,United States,11406.681274993123,UT-01312,us,NA
1170,United States,11406.681274993123,UT-01602,us,NA
1171,United States,11406.681274993123,WA-S691,us,NA
1172,United States,11406.681274993123,WA-S716,us,NA
1173,United States,11406.681274993123,WA-S741,us,NA
1174,United States,11406.681274993123,WA-S767,us,NA
1175,United States,11406.681274993123,WA-S793,us,NA
1176,United States,11406.681274993123,WA-S818,us,NA
1177,United States,11406.681274993123,NY-PV09325,us,NA
1178,United States,11406.681274993123,NY-PV09351,us,NA
1179,United States,11406.681274993123,NY-PV09381,us,NA
1180,United States,11406.681274993123,NY-PV09409,us,NA
1181,United States,11406.681274993123,NY-PV09437,us,NA
1182,United States,11406.681274993123,NY-PV09466,us,NA
1183,United States,11406.681274993123,NY-PV09492,us,NA
1184,الأردن,7213.723649921504,SR-0338,jo,AS
1185,Australia,6531.178473609907,VIC770,au,OC
1186,Россия,3960.8437892639636,StPetersburg-RII7488S,ru,EU
1187,Россия,3960.8437892639636,StPetersburg-RII8388S,ru,EU
1188,Canada,9129.4733398851,Qc-L00240587,ca,NA
1189,India,3646.652871997778,TG-CCMB-J375,in,AS
1190,United States,11406.681274993123,NJ-NYUMC682,us,NA
1191,United States,11406.681274993123,CA-CZB-1206,us,NA
1192,United States,11406.681274993123,CA-CZB-1231,us,NA
1193,لبنان,7198.916167755065,S10_768,lb,AS
1194,United States,11406.681274993123,UT-03486,us,NA
1195,United States,11406.681274993123,MI-MDHHS-SC20364,us,NA
1196,United States,11406.681274993123,MI-MDHHS-SC20389,us,NA
1197,United States,11406.681274993123,MI-MDHHS-SC20346,us,NA
1198,Canada,9129.4733398851,QC-AL7,ca,NA
1199,United States,11406.681274993123,WI-UW-367,us,NA
1200,Polska,7697.002487782772,Pom2,pl,EU
1201,United States,11406.681274993123,MN-MDH-310,us,NA
1202,Jamaica,14448.576182011266,JM-CDC-6365,jm,NA
1203,Sverige,7623.643651679293,20-07860,se,EU
1204,United States,11406.681274993123,FL-BPHL-0112,us,NA
1205,United States,11406.681274993123,FL-BPHL-0137,us,NA
1206,Australia,6531.178473609907,SAP058,au,OC
1207,Australia,6531.178473609907,SAP087,au,OC
1208,Australia,6531.178473609907,SAP153,au,OC
1209,België / Belgique / Belgien,8658.929809902107,UGent-61,be,EU
1210,Uganda,9163.235204847882,UG015,ug,AF
1211,United States,11406.681274993123,LA-EVTL061,us,NA
1212,United States,11406.681274993123,LA-EVTL086,us,NA
1213,United States,11406.681274993123,LA-EVTL111,us,NA
1214,United States,11406.681274993123,LA-EVTL136,us,NA
1215,"四川省, 中国",1129.5162846484234,SC-MY-056,cn,AS
1216,"四川省, 中国",1129.5162846484234,SC-PHCC2-052,cn,AS
1217,"四川省, 中国",1129.5162846484234,SC-YB-085,cn,AS
1218,United States,11406.681274993123,NY-NYUMC708,us,NA
1219,United States,11406.681274993123,NY-NYUMC733,us,NA
1220,United States,11406.681274993123,NY-NYUMC759,us,NA
1221,Australia,6531.178473609907,NSW238,au,OC
1222,Australia,6531.178473609907,NSW265,au,OC
1223,Australia,6531.178473609907,NSW291,au,OC
1224,Australia,6531.178473609907,NSW317,au,OC
1225,Australia,6531.178473609907,NSW344,au,OC
1226,Australia,6531.178473609907,NSW369,au,OC
1227,Polska,7697.002487782772,Sla1,pl,EU
1228,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,GR-ETHZ-100089,ch,EU
1229,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,BE-ETHZ-100122,ch,EU
1230,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,GR-ETHZ-100147,ch,EU
1231,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,BE-ETHZ-100806,ch,EU
1232,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,BL-ETHZ-100833,ch,EU
1233,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,BE-ETHZ-101139,ch,EU
1234,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,ZH-ETHZ-101167,ch,EU
1235,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,GR-ETHZ-110426,ch,EU
1236,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,BE-ETHZ-110463,ch,EU
1237,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,ZH-ETHZ-110498,ch,EU
1238,Беларусь,7111.0570594899,ChVir2070,by,EU
1239,Polska,7697.002487782772,PL_P21,pl,EU
1240,Danmark,8045.341571755037,ALAB-HH-126,dk,EU
1241,Danmark,8045.341571755037,ALAB-HH-157,dk,EU
1242,Danmark,8045.341571755037,ALAB-HH-194,dk,EU
1243,Danmark,8045.341571755037,ALAB-HH-244,dk,EU
1244,United States,11406.681274993123,LA-CDC-0757,us,NA
1245,United States,11406.681274993123,FL-CDC-2316,us,NA
1246,United States,11406.681274993123,UT-01450,us,NA
1247,Italia,8612.950944345428,VEN-IZSVe-11-181,it,EU
1248,India,3646.652871997778,MH-NIV-7439,in,AS
1249,Sverige,7623.643651679293,20-07856,se,EU
1250,United States,11406.681274993123,MI-MDHHS-SC20397,us,NA
1251,United States,11406.681274993123,MI-MDHHS-SC20422,us,NA
1252,United States,11406.681274993123,MI-MDHHS-SC20447,us,NA
1253,"北京市, 通州区, 北京市, 中国",1057.8101279035295,DT-travelES04,cn,AS
1254,España,10018.161376434806,AN-IBV-002058,es,EU
1255,España,10018.161376434806,AN-IBV-002003,es,EU
1256,España,10018.161376434806,AN-IBV-001960,es,EU
1257,España,10018.161376434806,AN-IBV-001928,es,EU
1258,España,10018.161376434806,AN-IBV-001874,es,EU
1259,España,10018.161376434806,NC-IBV-001405,es,EU
1260,España,10018.161376434806,NC-IBV-001380,es,EU
1261,España,10018.161376434806,AN-IBV-001327,es,EU
1262,España,10018.161376434806,AN-IBV-001168,es,EU
1263,España,10018.161376434806,AN-IBV-001090,es,EU
1264,España,10018.161376434806,PV-IBV-000954,es,EU
1265,España,10018.161376434806,PV-IBV-000925,es,EU
1266,España,10018.161376434806,PV-IBV-000892,es,EU
1267,España,10018.161376434806,PV-IBV-000856,es,EU
1268,España,10018.161376434806,PV-IBV-000793,es,EU
1269,España,10018.161376434806,PV-IBV-000729,es,EU
1270,España,10018.161376434806,PV-IBV-000693,es,EU
1271,United States,11406.681274993123,VA-DCLS-0218,us,NA
1272,United States,11406.681274993123,VA-DCLS-0247,us,NA
1273,United States,11406.681274993123,VA-DCLS-0277,us,NA
1274,"England, United Kingdom",8867.493844177403,CAMB-1AEF15,gb,EU
1275,"England, United Kingdom",8867.493844177403,CAMB-1B05B4,gb,EU
1276,"England, United Kingdom",8867.493844177403,CAMB-1B07BE,gb,EU
1277,"England, United Kingdom",8867.493844177403,CAMB-1B0B76,gb,EU
1278,"England, United Kingdom",8867.493844177403,CAMB-1B0E8C,gb,EU
1279,"England, United Kingdom",8867.493844177403,CAMB-1B1A2D,gb,EU
1280,"Scotland, United Kingdom",8715.221803674902,CVR2121,gb,EU
1281,"Scotland, United Kingdom",8715.221803674902,CVR2399,gb,EU
1282,"Scotland, United Kingdom",8715.221803674902,CVR2690,gb,EU
1283,"Scotland, United Kingdom",8715.221803674902,CVR3164,gb,EU
1284,"Scotland, United Kingdom",8715.221803674902,EDB4329,gb,EU
1285,"Scotland, United Kingdom",8715.221803674902,EDB4746,gb,EU
1286,"Scotland, United Kingdom",8715.221803674902,EDB4883,gb,EU
1287,"England, United Kingdom",8867.493844177403,LIVE-9D3F0,gb,EU
1288,"England, United Kingdom",8867.493844177403,LIVE-9D67F,gb,EU
1289,"England, United Kingdom",8867.493844177403,LIVE-9DED1,gb,EU
1290,"England, United Kingdom",8867.493844177403,LIVE-9E16E,gb,EU
1291,"England, United Kingdom",8867.493844177403,LIVE-9E3C2,gb,EU
1292,"England, United Kingdom",8867.493844177403,LIVE-9E6AB,gb,EU
1293,"England, United Kingdom",8867.493844177403,LIVE-9E957,gb,EU
1294,"England, United Kingdom",8867.493844177403,LIVE-9EB51,gb,EU
1295,"England, United Kingdom",8867.493844177403,LIVE-9EDB5,gb,EU
1296,"England, United Kingdom",8867.493844177403,LIVE-9F033,gb,EU
1297,"England, United Kingdom",8867.493844177403,LIVE-9F31C,gb,EU
1298,,0.0,NIRE-101E8C,tr,AS
1299,"England, United Kingdom",8867.493844177403,NORT-288F98,gb,EU
1300,"England, United Kingdom",8867.493844177403,NORT-289F97,gb,EU
1301,"England, United Kingdom",8867.493844177403,NORW-E6E33,gb,EU
1302,"England, United Kingdom",8867.493844177403,NORW-E8FB6,gb,EU
1303,"England, United Kingdom",8867.493844177403,NORW-E93B9,gb,EU
1304,"England, United Kingdom",8867.493844177403,NOTT-111065,gb,EU
1305,"England, United Kingdom",8867.493844177403,NOTT-1112F6,gb,EU
1306,"England, United Kingdom",8867.493844177403,PORT-2CF311,gb,EU
1307,"England, United Kingdom",8867.493844177403,SHEF-C0A95,gb,EU
1308,"England, United Kingdom",8867.493844177403,SHEF-C7102,gb,EU
1309,"England, United Kingdom",8867.493844177403,SHEF-CC4AA,gb,EU
1310,"England, United Kingdom",8867.493844177403,SHEF-D2438,gb,EU
1311,Portugal,10158.685418283656,PT0114,pt,EU
1312,Portugal,10158.685418283656,PT0139,pt,EU
1313,Portugal,10158.685418283656,PT0164,pt,EU
1314,Portugal,10158.685418283656,PT0189,pt,EU
1315,Portugal,10158.685418283656,PT0216,pt,EU
1316,Portugal,10158.685418283656,PT0241,pt,EU
1317,Portugal,10158.685418283656,PT0266,pt,EU
1318,Portugal,10158.685418283656,PT0289,pt,EU
1319,Portugal,10158.685418283656,PT0314,pt,EU
1320,Portugal,10158.685418283656,PT0339,pt,EU
1321,Portugal,10158.685418283656,PT0364,pt,EU
1322,Portugal,10158.685418283656,PT0389a,pt,EU
1323,Portugal,10158.685418283656,PT0406,pt,EU
1324,Portugal,10158.685418283656,PT0431,pt,EU
1325,Portugal,10158.685418283656,PT0456,pt,EU
1326,Portugal,10158.685418283656,PT0481,pt,EU
1327,Portugal,10158.685418283656,PT0506,pt,EU
1328,Portugal,10158.685418283656,PT0531,pt,EU
1329,Portugal,10158.685418283656,PT0557,pt,EU
1330,Portugal,10158.685418283656,PT0582,pt,EU
1331,Portugal,10158.685418283656,PT0607,pt,EU
1332,United States,11406.681274993123,PA-MGEL65,us,NA
1333,United States,11406.681274993123,PA-MGEL100,us,NA
1334,United States,11406.681274993123,PA-MGEL147,us,NA
1335,Sverige,7623.643651679293,20-08082,se,EU
1336,Sverige,7623.643651679293,20-08110,se,EU
1337,Қазақстан,4542.447940724101,26478,kz,AS
1338,India,3646.652871997778,MH-NIV-4369,in,AS
1339,India,3646.652871997778,MH-NIV-9127,in,AS
1340,Қазақстан,4542.447940724101,22001,kz,AS
1341,United States,11406.681274993123,CA-CZB-1270,us,NA
1342,United States,11406.681274993123,CA-CZB-1189,us,NA
1343,United States,11406.681274993123,CA-CZB-1237,us,NA
1344,United States,11406.681274993123,CA-CZB-1262,us,NA
1345,United States,11406.681274993123,UT-01895,us,NA
1346,Nederland,8482.642646220407,NoordHolland_10011,nl,EU
1347,Nederland,8482.642646220407,Utrecht_10036,nl,EU
1348,United States,11406.681274993123,NC_200271,us,NA
1349,India,3646.652871997778,HR-THSTI-BAL-41,in,AS
1350,Sverige,7623.643651679293,20-50144,se,EU
1351,"武汉市, 一元街道, 江岸区, 湖北省, 430021, 中国",0.0,HB-WH1-130,cn,AS
1352,"武汉市, 一元街道, 江岸区, 湖北省, 430021, 中国",0.0,HB-WH2-168,cn,AS
1353,"武汉市, 一元街道, 江岸区, 湖北省, 430021, 中国",0.0,HB-WH6-247,cn,AS
1354,Australia,6531.178473609907,NSW494,au,OC
1355,Australia,6531.178473609907,NSW519,au,OC
1356,Australia,6531.178473609907,NSW545,au,OC
1357,Sverige,7623.643651679293,20-51426,se,EU
1358,Nederland,8482.642646220407,NA_329,nl,EU
1359,Nederland,8482.642646220407,NA_355,nl,EU
1360,Nederland,8482.642646220407,NA_382,nl,EU
1361,Nederland,8482.642646220407,NA_407,nl,EU
1362,Nederland,8482.642646220407,NA_432,nl,EU
1363,Nederland,8482.642646220407,NA_457,nl,EU
1364,Nederland,8482.642646220407,NA_482,nl,EU
1365,India,3646.652871997778,OR-ILC-RMRC26,in,AS
1366,España,10018.161376434806,GA-ISCIII-202282,es,EU
1367,United States,11406.681274993123,GA-EHC-209C,us,NA
1368,"武汉市, 一元街道, 江岸区, 湖北省, 430021, 中国",0.0,HB-WH3-190,cn,AS
1369,"武汉市, 一元街道, 江岸区, 湖北省, 430021, 中国",0.0,HB-WHCM2-273,cn,AS
1370,México,13068.579515924872,CMX-InDRE_15,mx,NA
1371,"抚州市, 江西省, 中国",355.07374946338825,JX2019,cn,AS
1372,United States,11406.681274993123,WI-GMF-03710,us,NA
1373,Australia,6531.178473609907,VPRL008,au,OC
1374,Portugal,10158.685418283656,PT0201,pt,EU
1375,India,3646.652871997778,WB-S21,in,AS
1376,India,3646.652871997778,WB-S58,in,AS
1377,Việt Nam,2016.2568899408766,VNHN_3096,vn,AS
1378,España,10018.161376434806,VC-FISABIO-617,es,EU
1379,India,3646.652871997778,OR-RMRC156,in,AS
1380,India,3646.652871997778,OR-RMRC5,in,AS
1381,Sverige,7623.643651679293,20-50103,se,EU
1382,Sverige,7623.643651679293,20-50229,se,EU
1383,Sverige,7623.643651679293,20-50270,se,EU
1384,ประเทศไทย,2221.3670613531704,Bangkok-CONI-0135,th,AS
1385,België / Belgique / Belgien,8658.929809902107,ULG-10175,be,EU
1386,United States,11406.681274993123,LA-EVTL145,us,NA
1387,United States,11406.681274993123,NY-NYUMC776,us,NA
1388,United States,11406.681274993123,NY-NYUMC802,us,NA
1389,United States,11406.681274993123,NY-NYUMC827,us,NA
1390,Brasil,17417.817813507423,RJ-1901,br,SA
1391,United States,11406.681274993123,NY-NYUMC842,us,NA
1392,Colombia,16194.254191570311,VAC-INS-81251,co,SA
1393,"NEWZEALAND(직구 전시장), 율하3로91번길, 장유3동, 김해시, 경상남도, 621-300, 대한민국",1446.269034190067,20VR0759,kr,AS
1394,"NEWZEALAND(직구 전시장), 율하3로91번길, 장유3동, 김해시, 경상남도, 621-300, 대한민국",1446.269034190067,20VR1108,kr,AS
1395,"NEWZEALAND(직구 전시장), 율하3로91번길, 장유3동, 김해시, 경상남도, 621-300, 대한민국",1446.269034190067,20VR1298,kr,AS
1396,"NEWZEALAND(직구 전시장), 율하3로91번길, 장유3동, 김해시, 경상남도, 621-300, 대한민국",1446.269034190067,20VR1759,kr,AS
1397,"NEWZEALAND(직구 전시장), 율하3로91번길, 장유3동, 김해시, 경상남도, 621-300, 대한민국",1446.269034190067,20VR1817,kr,AS
1398,"NEWZEALAND(직구 전시장), 율하3로91번길, 장유3동, 김해시, 경상남도, 621-300, 대한민국",1446.269034190067,20VR1863,kr,AS
1399,"NEWZEALAND(직구 전시장), 율하3로91번길, 장유3동, 김해시, 경상남도, 621-300, 대한민국",1446.269034190067,20VR1933,kr,AS
1400,"NEWZEALAND(직구 전시장), 율하3로91번길, 장유3동, 김해시, 경상남도, 621-300, 대한민국",1446.269034190067,20VR2032,kr,AS
1401,"NEWZEALAND(직구 전시장), 율하3로91번길, 장유3동, 김해시, 경상남도, 621-300, 대한민국",1446.269034190067,20VR2077,kr,AS
1402,"NEWZEALAND(직구 전시장), 율하3로91번길, 장유3동, 김해시, 경상남도, 621-300, 대한민국",1446.269034190067,20VR2717,kr,AS
1403,Australia,6531.178473609907,VIC1383,au,OC
1404,Australia,6531.178473609907,VIC1463,au,OC
1405,Australia,6531.178473609907,VIC1506,au,OC
1406,Australia,6531.178473609907,VIC1575,au,OC
1407,Australia,6531.178473609907,VIC1609,au,OC
1408,Australia,6531.178473609907,VIC1642,au,OC
1409,Australia,6531.178473609907,VIC1669,au,OC
1410,Australia,6531.178473609907,VIC1601,au,OC
1411,Australia,6531.178473609907,VIC1719,au,OC
1412,Australia,6531.178473609907,VIC1782,au,OC
1413,"England, United Kingdom",8867.493844177403,BIRM-5F318,gb,EU
1414,"England, United Kingdom",8867.493844177403,CAMB-1B2594,gb,EU
1415,"England, United Kingdom",8867.493844177403,CAMB-1B2CF9,gb,EU
1416,"England, United Kingdom",8867.493844177403,CAMB-1B300B,gb,EU
1417,"Scotland, United Kingdom",8715.221803674902,CVR3179,gb,EU
1418,"Scotland, United Kingdom",8715.221803674902,CVR3365,gb,EU
1419,"Scotland, United Kingdom",8715.221803674902,CVR3393,gb,EU
1420,"Scotland, United Kingdom",8715.221803674902,CVR3424,gb,EU
1421,"Scotland, United Kingdom",8715.221803674902,CVR3477,gb,EU
1422,"Scotland, United Kingdom",8715.221803674902,EDB215,gb,EU
1423,"Scotland, United Kingdom",8715.221803674902,EDB4146,gb,EU
1424,"Scotland, United Kingdom",8715.221803674902,EDB4504,gb,EU
1425,"Scotland, United Kingdom",8715.221803674902,EDB5098,gb,EU
1426,"Scotland, United Kingdom",8715.221803674902,EDB5250,gb,EU
1427,"Scotland, United Kingdom",8715.221803674902,EDB816,gb,EU
1428,"England, United Kingdom",8867.493844177403,EXET-1352DE,gb,EU
1429,"England, United Kingdom",8867.493844177403,EXET-13555D,gb,EU
1430,"England, United Kingdom",8867.493844177403,EXET-135766,gb,EU
1431,"England, United Kingdom",8867.493844177403,EXET-13598E,gb,EU
1432,"England, United Kingdom",8867.493844177403,EXET-135BE2,gb,EU
1433,"England, United Kingdom",8867.493844177403,EXET-135DFB,gb,EU
1434,"England, United Kingdom",8867.493844177403,EXET-1360B5,gb,EU
1435,"England, United Kingdom",8867.493844177403,EXET-136325,gb,EU
1436,"England, United Kingdom",8867.493844177403,EXET-136A7B,gb,EU
1437,"England, United Kingdom",8867.493844177403,LOND-D5884,gb,EU
1438,"England, United Kingdom",8867.493844177403,LOND-D5A7F,gb,EU
1439,"England, United Kingdom",8867.493844177403,NORT-292317,gb,EU
1440,"England, United Kingdom",8867.493844177403,NORW-EA41F,gb,EU
1441,"England, United Kingdom",8867.493844177403,NORW-EACF9,gb,EU
1442,"England, United Kingdom",8867.493844177403,NORW-EAF4B,gb,EU
1443,"England, United Kingdom",8867.493844177403,NORW-EB34E,gb,EU
1444,"England, United Kingdom",8867.493844177403,NORW-EB5C0,gb,EU
1445,"England, United Kingdom",8867.493844177403,NORW-EBA76,gb,EU
1446,"England, United Kingdom",8867.493844177403,NORW-EBC70,gb,EU
1447,"England, United Kingdom",8867.493844177403,NORW-EC35C,gb,EU
1448,"England, United Kingdom",8867.493844177403,NORW-EC662,gb,EU
1449,"England, United Kingdom",8867.493844177403,NORW-EC8C6,gb,EU
1450,"England, United Kingdom",8867.493844177403,SHEF-C293C,gb,EU
